batch_id,proposal_count,entropy_domain_count,accepted_count,accepted_fraction,minimum_accepted_margin
154,262144,262144,54,0.00020599365234375,5.7248713312363364e-05
155,262144,262144,52,0.0001983642578125,0.000349506385867171
156,262144,262144,50,0.00019073486328125,0.0005982178209675837
157,262144,262144,51,0.000194549560546875,0.0004443041369472933
158,262144,262144,48,0.00018310546875,0.0001324686380856921
159,262144,262144,52,0.0001983642578125,0.000238845745534233
160,262144,262144,56,0.000213623046875,0.0005734355320532458
161,262144,262144,57,0.000217437744140625,0.0002472283266181652
162,262144,262144,52,0.0001983642578125,0.0019315940076698457
163,262144,262144,49,0.000186920166015625,0.0003249410220644844
164,262144,262144,63,0.000240325927734375,3.2028746490553317e-06
165,262144,262144,53,0.000202178955078125,0.0001224834304578426
166,262144,262144,46,0.00017547607421875,7.628253129898788e-05
167,262144,262144,58,0.00022125244140625,0.0004411162353767928
168,262144,262144,55,0.000209808349609375,0.00028249932727919536
169,262144,262144,54,0.00020599365234375,0.00028877225748868973
170,262144,262144,57,0.000217437744140625,4.013707428773827e-05
171,262144,262144,42,0.00016021728515625,0.0007721194044045809
172,262144,262144,64,0.000244140625,4.744464603878562e-05
173,262144,262144,54,0.00020599365234375,0.00044902300361515657
174,262144,262144,54,0.00020599365234375,0.0003445779221427081
175,262144,262144,55,0.000209808349609375,0.0005763880225888585
176,262144,262144,52,0.0001983642578125,0.000337659351007602
177,262144,262144,69,0.000263214111328125,7.468595671156208e-05
178,262144,262144,47,0.000179290771484375,0.0002451771939573355
179,262144,262144,58,0.00022125244140625,0.00015816126167345068
180,262144,262143,63,0.000240325927734375,0.0004991396248179569
181,262144,262144,55,0.000209808349609375,0.000992531107245842
182,262144,262144,50,0.00019073486328125,0.0009144383447403648
183,262144,262144,35,0.000133514404296875,4.351995143880849e-05
184,262144,262144,48,0.00018310546875,0.00020042108998219454
185,262144,262144,52,0.0001983642578125,0.0001556118725147826
186,262144,262144,54,0.00020599365234375,3.054880450958919e-05
187,262144,262144,49,0.000186920166015625,0.00014608141809246966
188,262144,262144,61,0.000232696533203125,0.00025589974407291827
189,262144,262144,46,0.00017547607421875,0.0012677450873046503
190,262144,262144,68,0.0002593994140625,0.00021229332490424468
191,262144,262144,41,0.000156402587890625,0.00010476918143975666
192,262144,262144,53,0.000202178955078125,0.0003421340714031551
193,262144,262144,51,0.000194549560546875,0.0013578501348747718
194,262144,262144,63,0.000240325927734375,1.5118642459288623e-05
195,262144,262144,51,0.000194549560546875,4.683348184819636e-06
196,262144,262144,53,0.000202178955078125,0.00019191386169614688
197,262144,262144,52,0.0001983642578125,0.000990668508302095
198,262144,262144,50,0.00019073486328125,0.0001194375154061067
199,262144,262144,49,0.000186920166015625,0.00020044973566712976
200,262144,262144,61,0.000232696533203125,0.0007144975259887332
201,262144,262144,65,0.000247955322265625,1.1887787028097563e-06
202,262144,262144,64,0.000244140625,0.00046869739771437935
203,262144,262144,53,0.000202178955078125,7.566347845222587e-05
204,262144,262144,61,0.000232696533203125,4.836539701735809e-05
205,262144,262144,67,0.000255584716796875,0.00028599391968864296
206,262144,262144,56,0.000213623046875,0.00013962326912908551
207,262144,262144,47,0.000179290771484375,0.0007254334146358232
208,262144,262144,53,0.000202178955078125,3.135753078997716e-05
209,262144,262144,42,0.00016021728515625,6.279969930478302e-05
210,262144,262144,52,0.0001983642578125,0.0006551520227142671
211,262144,262144,59,0.000225067138671875,0.00044757566019759665
212,262144,262144,54,0.00020599365234375,9.891500893854932e-05
213,262144,262144,53,0.000202178955078125,0.0002172466647825111
214,262144,262144,47,0.000179290771484375,0.00014997831447582932
215,262144,262144,47,0.000179290771484375,7.081714018086771e-05
216,262144,262144,62,0.00023651123046875,0.00031299710049803586
217,262144,262144,55,0.000209808349609375,0.00026577491485491045
218,262144,262144,56,0.000213623046875,5.715875729617181e-06
219,262144,262144,57,0.000217437744140625,0.00038844376848556905
220,262144,262144,53,0.000202178955078125,9.246534300233478e-06
221,262144,262144,54,0.00020599365234375,0.0005619272067183267
222,262144,262144,55,0.000209808349609375,0.0002689172947138996
223,262144,262144,54,0.00020599365234375,0.000385432432862709
224,262144,262144,50,0.00019073486328125,0.0005026567277801597
225,262144,262144,50,0.00019073486328125,0.00015102827117297046
226,262144,262144,52,0.0001983642578125,0.0005410435086343757
227,262144,262144,65,0.000247955322265625,4.882212961199173e-05
228,262144,262144,56,0.000213623046875,0.00043145856980553177
229,262144,262144,64,0.000244140625,0.000866197902063659
230,262144,262144,62,0.00023651123046875,1.769727974521018e-05
231,262144,262144,48,0.00018310546875,5.1771173521286684e-05
232,262144,262144,60,0.0002288818359375,3.883381617209025e-05
233,262144,262144,54,0.00020599365234375,0.0003646575754059356
234,262144,262144,57,0.000217437744140625,3.3332144682596265e-05
235,262144,262144,45,0.000171661376953125,9.426398879552877e-05
236,262144,262144,52,0.0001983642578125,0.00030591035722982163
237,262144,262144,56,0.000213623046875,0.001930152957542397
238,262144,262144,65,0.000247955322265625,0.0002125867285609484
239,262144,262144,45,0.000171661376953125,2.978703326483867e-05
240,262144,262144,43,0.000164031982421875,0.00023590998902367488
241,262144,262144,56,0.000213623046875,0.0003818654252887299
242,262144,262144,67,0.000255584716796875,3.690170556280847e-05
243,262144,262144,60,0.0002288818359375,0.0004944965890363306
244,262144,262144,55,0.000209808349609375,0.0009676097873470013
245,262144,262144,66,0.00025177001953125,0.001058460865787092
246,262144,262144,58,0.00022125244140625,0.0002551594068647134
